message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.684253396";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.684253547";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.669017390";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.668708178";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.668708329";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.652181042";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.652160543";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.652160523";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.636726685";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.636726625";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.636664678";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.621194101";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.621197417";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.620144475";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.604653709";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.604631507";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.604420510";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.588867798";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.588180153";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.588186024";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.572565485";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.572418718";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.572384043";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.556892766";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.556104663";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.555978235";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.540582649";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.540442885";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.540442986";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.524932233";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.524085709";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.523929976";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.508601155";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.508365471";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.508359761";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.492723301";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.492723211";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.492047138";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.476425987";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.476211884";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.476171698";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.460682556";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.460681855";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.459847474";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.444287418";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.444253865";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.444253945";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.428777726";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.428777897";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.428686986";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.412219432";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.412219542";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.412017652";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.396664876";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.396664786";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.396371364";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.380759720";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.380141216";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.380103345";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.364662964";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.364539442";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.363966704";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.348293505";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.348146608";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.347939498";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.332694024";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.332483047";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.332407104";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.316180794";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.315913751";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.315825245";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.301394234";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.300792591";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.300388601";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.284364271";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.284286064";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.283878457";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.268410123";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.267993759";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.267815694";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.252900101";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.252557406";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.252260057";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.236676075";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.236097877";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.236097927";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.220651826";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.220620226";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.220147216";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.204624891";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.204109270";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.204109290";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.188644433";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.188640926";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.188059362";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.172524103";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.172182149";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.172157623";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.156697555";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.156662629";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.155961369";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.141085370";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.141073438";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.140375574";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.124301721";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.124258280";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.123821908";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.108912928";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.108839539";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.108282311";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.092886714";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.092722074";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.091995236";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.076426614";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.076426093";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.075987798";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.060823527";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.060822255";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.060414177";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.044840815";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.044344631";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.044307962";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.028808631";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.028793442";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.027966255";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267223.012422329";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267223.012309427";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267223.012309397";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim3.sim";"1694267222.996816457";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim2.sim";"1694267222.996815535";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=11,120889, y=5,544445])";"30";"turtlesim1.sim";"1694267222.995900202";"/home/mikhail/ros2_ws/src/ros_tutorials/turtlesim/src/turtle.cpp:update:260"
